timestamp,ref_x,ref_y,ref_yaw,ref_v,act_x,act_y,act_yaw,act_v,error_lat,error_yaw,error_v,cmd_steer,cmd_accel,cmd_gear,comp_time_ms
1765282764.2306857,-18.295603,-7.362896,1.5707387,0.0,-18.29579795187638,-7.3630118187904,1.5707370714606423,0.0,0.00019514673511340127,-1.6017495017006667e-06,0.0,0.009008176,0.0060508084,1,253.05438041687012
1765282764.2635517,-18.295603,-7.362896,1.5707387,0.0,-18.29579795187638,-7.3630118187904,1.5707370714606423,0.0,0.00019514673511340127,-1.6017495017006667e-06,0.0,0.017988253,0.0045894966,1,32.39583969116211
1765282764.3149483,-18.295603,-7.362896,1.5707387,0.0,-18.29579011148612,-7.362279874784848,1.5707485230533296,0.04591070271322029,0.00018734854404936328,9.849843185527618e-06,0.04591070271322029,-0.03822959,-0.010354277,1,32.80448913574219
1765282764.3629742,-18.295603,-7.362896,1.5707387,0.0,-18.29577296918478,-7.359595759711908,1.5707688962356687,0.058255271912717156,0.00017036099156966694,3.0223025524689362e-05,0.058255271912717156,-0.03246654,-0.019927442,1,31.58736228942871
1765282764.4164357,-18.295603,-7.362896,1.5707387,0.0,-18.295739974392923,-7.35820434848516,1.570761306226562,0.062188934159571885,0.00013744641955755108,2.2633016417916707e-05,0.062188934159571885,-0.014720622,-0.030024767,1,34.935951232910156
1765282764.4693344,-18.295603,-7.362896,1.5707387,0.0,-18.29571973733999,-7.355535010912488,1.5707257530260095,0.04631019758974826,0.00011736326350742903,-1.2920184134568302e-05,0.04631019758974826,-0.03814038,-0.03052507,1,37.873268127441406
1765282764.527501,-18.295603,-7.362896,1.5707387,0.0,-18.295670465417576,-7.350966908977188,1.5707108393239049,0.05739494060400431,6.835470855031638e-05,-2.7833886239170266e-05,0.05739494060400431,-0.012413196,-0.05314415,1,45.607566833496094
1765282764.5590599,-18.295603,-7.362896,1.5707387,0.0,-18.295680466085418,-7.347023447941622,1.570627881855949,0.09878451252810361,7.858273106187815e-05,-0.00011079135419511665,0.09878451252810361,0.013608055,-0.0699479,1,27.790307998657227
1765282764.6142466,-18.295603,-7.362896,1.5707387,0.0,-18.29557793627528,-7.343675101631648,1.570643461348326,0.0801286437655456,-2.375403490567883e-05,-9.521186181804532e-05,0.0801286437655456,0.026028205,-0.07978109,1,32.799720764160156
1765282764.7063444,-18.295603,-7.362896,1.5707387,0.0,-18.29546650579966,-7.338187674790987,1.570723223022974,0.06633147124362201,-0.00013486814069136154,-1.5450187170085172e-05,0.06633147124362201,0.054436363,-0.09856621,1,64.39924240112305
1765282764.733184,-18.295603,-7.362896,1.5707387,0.0,-18.295350870416303,-7.333044034155877,1.5708530521261153,0.10122013380421073,-0.00025020697472033526,0.00011437891597121386,0.10122013380421073,0.057591967,-0.11365,1,26.433229446411133
1765282764.770487,-18.295603,-7.362896,1.5707387,0.0,-18.295371740898773,-7.328490698821552,1.570950523822012,0.17289407934725992,-0.00022907397614148927,0.00021185061186801413,0.17289407934725992,0.025796372,-0.13925934,1,36.80682182312012
1765282764.8125632,-18.295603,-7.362896,1.5707387,0.0,-18.295232953369645,-7.327498844841578,1.5710465307793096,0.005196634670805954,-0.00036780432133080854,0.000307857569165515,0.005196634670805954,-0.01816385,-0.109651975,1,31.098365783691406
1765282764.8529987,-18.295603,-7.362896,1.5707387,0.0,-18.29541667063559,-7.323410939672178,1.5709940665058348,0.10788833869274238,-0.00018385137299503225,0.00025539329569079783,0.10788833869274238,-0.0056135515,-0.11547969,1,21.695613861083984
1765282764.9115953,-18.295603,-7.362896,1.5707387,0.0,-18.295481135133855,-7.321706736084794,1.570952388034775,0.0038796516412097177,-0.00011928862128154715,0.00021371482463106164,0.0038796516412097177,-0.015404003,-0.08689601,1,30.103206634521484
1765282764.986794,-18.295603,-7.362896,1.5707387,0.0,-18.29553910996842,-7.321841210536164,1.570925889581929,0.008825077558525445,-6.132153965082639e-05,0.00018721637178487072,0.008825077558525445,0.029507997,-0.04866937,1,55.42159080505371
1765282765.0319717,-18.295603,-7.362896,1.5707387,0.0,-18.2957977806079,-7.31953285582607,1.5707824783572282,0.07786261059424589,0.00019748218475428022,4.380514708413052e-05,0.07786261059424589,0.03783708,-0.034141004,1,44.754743576049805
1765282765.0709715,-18.295603,-7.362896,1.5707387,0.0,-18.295805919393846,-7.315618498543206,1.5708342768404302,0.03412576335346608,0.00020584664743525537,9.560363028615626e-05,0.03412576335346608,0.03239327,-0.027215436,1,38.466453552246094
1765282765.1114886,-18.295603,-7.362896,1.5707387,0.0,-18.295937220549856,-7.311377029765148,1.5708605089771674,0.12777839445076414,0.00033739233932949533,0.00012183576702340382,0.12777839445076414,0.016493037,-0.0446425,1,29.973745346069336
1765282765.202227,-18.295603,-7.362896,1.5707387,0.0,-18.295998514817743,-7.301598503314036,1.5709860770225648,0.20093972178990727,0.0003992503743305436,0.0002474038124207212,0.20093972178990727,0.052329056,-0.081583716,1,57.01732635498047
1765282765.236042,-18.295603,-7.362896,1.5707387,0.0,-18.296108830289405,-7.281975651161389,1.571104055058855,0.2913301006788681,0.0005106971737837042,0.00036538184871104384,0.2913301006788681,0.038440105,-0.12504666,1,33.324480056762695
1765282765.2633646,-18.295603,-7.362896,1.5707387,0.0,-18.295964276147618,-7.274205966889118,1.5712578526118073,0.1659328084519861,0.00036659098215547834,0.000519179401663239,0.1659328084519861,-0.02043723,-0.16548842,1,26.935577392578125
1765282765.313342,-18.295603,-7.362896,1.5707387,0.0,-18.29593118115533,-7.2747700631714665,1.5712605157728974,0.01144985042030824,0.0003334634676922875,0.0005218425627533385,0.01144985042030824,0.023188636,-0.14720374,1,31.476974487304688
1765282765.3664665,-18.295603,-7.362896,1.5707387,0.0,-18.295800228733327,-7.27496883631645,1.5713405437636543,0.03503930127529018,0.0002024995857064838,0.000601870553510242,0.03503930127529018,0.0152967805,-0.114797965,1,34.935951232910156
1765282765.409653,-18.295603,-7.362896,1.5707387,0.0,-18.295795192647105,-7.274298870001983,1.5713514627241236,0.044870283718102554,0.00019750212544507496,0.0006127895139795837,0.044870283718102554,0.02588027,-0.08850978,1,28.027772903442383
1765282765.4694757,-18.295603,-7.362896,1.5707387,0.0,-18.2959370802194,-7.271379228254861,1.571315909523571,0.0725437200225305,0.0003395580255551801,0.0005772363134268764,0.0725437200225305,0.041086286,-0.06718238,1,38.152217864990234
1765282765.5124927,-18.295603,-7.362896,1.5707387,0.0,-18.29601796707297,-7.269360781892068,1.571309784253064,0.07890921761449018,0.00042056124979645583,0.0005711110429198475,0.07890921761449018,0.012724437,-0.05580415,1,30.960559844970703
1765282765.563812,-18.295603,-7.362896,1.5707387,0.0,-18.29596604979206,-7.2627202302046445,1.5714312243987714,0.10828603201522598,0.00036902682050318785,0.0006925511886273218,0.10828603201522598,0.043413512,-0.053079676,1,32.39703178405762
1765282765.611319,-18.295603,-7.362896,1.5707387,0.0,-18.29625103837411,-7.257695885386294,1.5713424079764173,0.16778455088119082,0.0006543050740472377,0.0006037347662732895,0.16778455088119082,0.022601932,-0.063901804,1,29.88147735595703
1765282765.705883,-18.295603,-7.362896,1.5707387,0.0,-18.296317428755295,-7.257004017863586,1.5713165753138436,0.0036563677834859525,0.0007207353438763386,0.000577902103699568,0.0036563677834859525,-0.02857052,-0.06494222,1,60.44173240661621
1765282765.7421248,-18.295603,-7.362896,1.5707387,0.0,-18.296515779768175,-7.250905280418365,1.5713052568792107,0.09294949946765026,0.0009194379708393121,0.0005665836690667003,0.09294949946765026,-0.008920911,-0.06663017,1,35.76922416687012
1765282765.7770805,-18.295603,-7.362896,1.5707387,0.0,-18.29633186741474,-7.245674782154299,1.571382754866932,0.10852847119729829,0.0007358271743846093,0.0006440816567878649,0.10852847119729829,0.017750058,-0.09372277,1,34.29460525512695
1765282765.8240983,-18.295603,-7.362896,1.5707387,0.0,-18.295304711247088,-7.243409127982552,1.571868115975599,0.07577465241854182,-0.0002911983701799556,0.001129442765454902,0.07577465241854182,-0.004822636,-0.098512515,1,42.65451431274414
1765282765.8732119,-18.295603,-7.362896,1.5707387,0.0,-18.295413395661214,-7.240367436135454,1.5718386880455535,0.10340985796295318,-0.00018233859161173013,0.0011000148354094463,0.10340985796295318,-0.011852724,-0.08162327,1,41.78881645202637
1765282765.9094903,-18.295603,-7.362896,1.5707387,0.0,-18.295405995805847,-7.240001694305529,1.5718430822613523,0.0029731501133717204,-0.00018971736065043337,0.0011044090512082327,0.0029731501133717204,-0.0037276722,-0.0743991,1,28.03516387939453
1765282765.9637046,-18.295603,-7.362896,1.5707387,0.0,-18.29539252562,-7.23768952075741,1.571837489623063,0.0688310502015669,-0.00020305424140284816,0.0010988164129188682,0.0688310502015669,0.0069576036,-0.06340535,1,32.282114028930664
1765282766.0108101,-18.295603,-7.362896,1.5707387,0.0,-18.29536964273752,-7.235575693679912,1.571842016996916,0.07612478004441639,-0.00022581525417154745,0.001103343786772015,0.07612478004441639,0.023313336,-0.060527503,1,29.22821044921875
1765282766.0675855,-18.295603,-7.362896,1.5707387,0.0,-18.29537525929084,-7.232337959265313,1.5718477427932598,0.08333312197457805,-0.0002200120338523806,0.0011090695831157404,0.08333312197457805,0.02881123,-0.046651766,1,36.20600700378418
1765282766.1142185,-18.295603,-7.362896,1.5707387,0.0,-18.29567180535908,-7.227835811704754,1.5717599916353417,0.09068315435218557,7.679359934021858e-05,0.0010213184251977037,0.09068315435218557,0.052868716,-0.036503535,1,32.80305862426758
