timestamp,ref_x,ref_y,ref_yaw,ref_v,act_x,act_y,act_yaw,act_v,error_lat,error_yaw,error_v,cmd_steer,cmd_accel,cmd_gear,comp_time_ms
1765281907.5289423,-18.29557,-7.3628836,1.5707452,0.0,-18.295780231764496,-7.363018495078311,1.570743063573095,0.0,0.00020985133495121094,-2.1661479743251277e-06,0.0,-0.02135431,0.020355217,1,242.83814430236816
1765281907.552792,-18.29557,-7.3628836,1.5707452,0.0,-18.295780231764496,-7.363018495078311,1.570743063573095,0.0,0.00020985133495121094,-2.1661479743251277e-06,0.0,-0.026990714,0.025592502,1,23.352384567260742
1765281907.6085296,-18.29557,-7.3628836,1.5707452,0.0,-18.295821153905052,-7.362266043216785,1.5707176303846846,0.015850964734632034,0.00025081192359651603,-2.7599336384742656e-05,0.015850964734632034,-0.007536685,0.021178944,1,28.722763061523438
1765281907.6669245,-18.29557,-7.3628836,1.5707452,0.0,-18.295845806860477,-7.36048123772482,1.5706916645640565,0.01881903679824034,0.0002755560773610665,-5.356515701282483e-05,0.01881903679824034,-0.0003774739,0.02412376,1,37.27006912231445
1765281907.7073946,-18.29557,-7.3628836,1.5707452,0.0,-18.29585353645582,-7.358484241810615,1.5706814113938596,0.025334041998042452,0.0002833877133533273,-6.381832720969705e-05,0.025334041998042452,-0.026518542,0.025854623,1,27.458906173706055
1765281907.755646,-18.29557,-7.3628836,1.5707452,0.0,-18.295861049758507,-7.3567771641307065,1.570678082442497,0.029811523330050202,0.0002909882427169572,-6.714727857226599e-05,0.029811523330050202,0.0148369055,0.023599986,1,26.04389190673828
1765281907.8108873,-18.29557,-7.3628836,1.5707452,0.0,-18.295868874257547,-7.3531722697022195,1.5706530487282502,0.07185168934170262,0.0002989969413173822,-9.21809928191575e-05,0.07185168934170262,-0.016549401,0.0054698493,1,31.17203712463379
1765281907.8667924,-18.29557,-7.3628836,1.5707452,0.0,-18.295873599150045,-7.350189655782108,1.5706638345306652,0.05326096269647344,0.0003038742366628482,-8.139519040417653e-05,0.05326096269647344,-0.0033898354,0.0023021027,1,37.188053131103516
1765281907.9079819,-18.29557,-7.3628836,1.5707452,0.0,-18.295786212036994,-7.346651049838022,1.5706760850716794,0.0761589358807566,0.0002166679360242591,-6.914464938989616e-05,0.0761589358807566,-0.0029587743,-0.019409552,1,28.328418731689453
1765281907.9990935,-18.29557,-7.3628836,1.5707452,0.0,-18.296170572130556,-7.3395089006233345,1.5704614342878191,0.16188046378937923,0.0006013929725201063,-0.0002837954332501891,0.16188046378937923,0.016980752,-0.05333978,1,58.89725685119629
1765281908.026036,-18.29557,-7.3628836,1.5707452,0.0,-18.29626012745887,-7.32276805328011,1.5703844689323159,0.29365149440619814,0.0006918037091629542,-0.00036076078875346695,0.29365149440619814,0.0438824,-0.12938231,1,26.469945907592773
1765281908.0580974,-18.29557,-7.3628836,1.5707452,0.0,-18.29639659358558,-7.314891607405905,1.5703181562211728,0.19028300630542327,0.0008286722992195589,-0.0004270734998965686,0.19028300630542327,0.02778079,-0.18717268,1,28.324604034423828
1765281908.122899,-18.29557,-7.3628836,1.5707452,0.0,-18.296261578384783,-7.315594987348057,1.570377944187645,-0.0091832801703789,0.0006936211577646865,-0.0003672855334242442,-0.0091832801703789,0.022493167,-0.17303649,1,43.08795928955078
1765281908.1644447,-18.29557,-7.3628836,1.5707452,0.0,-18.296415566872927,-7.313629427615879,1.5703284093913696,0.06280317880352262,0.0008477100802613982,-0.0004168203296996964,0.06280317880352262,-0.025324684,-0.14025638,1,34.90018844604492
1765281908.2100139,-18.29557,-7.3628836,1.5707452,0.0,-18.29657237290521,-7.311518437719108,1.570289660397509,0.041397132766154754,0.0010046239779534561,-0.0004555693235603897,0.041397132766154754,0.018694617,-0.1045679,1,30.343294143676758
1765281908.2741106,-18.29557,-7.3628836,1.5707452,0.0,-18.296583690308537,-7.308922525534628,1.57027727669844,0.036606817785850156,0.0010160740248001674,-0.00046795302262925276,0.036606817785850156,0.04203223,-0.086634085,1,44.39973831176758
1765281908.311137,-18.29557,-7.3628836,1.5707452,0.0,-18.29692912828637,-7.305588373799564,1.5701672881454198,0.07341890511029883,0.001361682368032262,-0.0005779415756494988,0.07341890511029883,0.054597124,-0.08771697,1,31.595945358276367
1765281908.359575,-18.29557,-7.3628836,1.5707452,0.0,-18.296817271009566,-7.300590340822951,1.5703616989049956,0.1246873558873536,0.0012500804760947786,-0.0003835308160737849,0.1246873558873536,0.048531108,-0.099428825,1,29.874086380004883
1765281908.408667,-18.29557,-7.3628836,1.5707452,0.0,-18.29727085316504,-7.294462487033723,1.5703358662424218,0.01211499721223442,0.0017039757469713664,-0.00040936347864750644,0.01211499721223442,0.035395324,-0.07829815,1,28.99789810180664
1765281908.5072114,-18.29557,-7.3628836,1.5707452,0.0,-18.297294643598956,-7.2935951233271,1.5703398609840569,0.07911424325809148,0.0017278105006376316,-0.0004053687370124681,0.07911424325809148,0.009308529,-0.07692878,1,66.41530990600586
1765281908.5360978,-18.29557,-7.3628836,1.5707452,0.0,-18.297329825604244,-7.288959352201992,1.570394855260567,0.08230598680190439,0.0017632293802697767,-0.0003503744605022341,0.08230598680190439,0.034479212,-0.067607924,1,28.455257415771484
1765281908.5682206,-18.29557,-7.3628836,1.5707452,0.0,-18.29735076980927,-7.2843026006654155,1.5704594369170015,0.12775703143777128,0.0017844115316781371,-0.00028579280406781926,0.12775703143777128,0.004623564,-0.05642917,1,31.74281120300293
1765281908.615918,-18.29557,-7.3628836,1.5707452,0.0,-18.29755163731662,-7.280566063551216,1.5703933905219676,0.005338498806994437,0.0019854699651439805,-0.00035183919910175554,0.005338498806994437,0.022134913,-0.021267414,1,36.26561164855957
1765281908.6596804,-18.29557,-7.3628836,1.5707452,0.0,-18.297701011705716,-7.277499955693942,1.5703318715007868,0.08551326816259952,0.002135001023382945,-0.0004133582202825448,0.08551326816259952,0.0262786,-0.0015945351,1,30.00020980834961
1765281908.7102566,-18.29557,-7.3628836,1.5707452,0.0,-18.29776117110041,-7.273400124095897,1.5703505136284173,0.0989805028861987,0.0021953699074812533,-0.00039471609265206986,0.0989805028861987,0.011252003,-0.0075221956,1,30.02142906188965
