timestamp,ref_x,ref_y,ref_yaw,ref_v,ref_w,vir_x,vir_y,vir_yaw,vir_v,vir_vx,vir_vy,vir_w,e_Vx,e_Vy,e_Vyaw,e_Vv,e_Vw,u_Vsteer,u_Vaccel,cmd_gear,comp_time_ms,min_cost,mean_cost,ref_Px,ref_Py,ref_Pyaw,ref_Pv,ref_Pw,phy_x,phy_y,phy_yaw,phy_v,phy_w,e_Px,e_Py,e_Pyaw,e_Pv,e_Pw,u_Pv,u_Pw,phy_v_hat,phy_f_hat,phy_tau
1765961305.2976162,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.29560956754108,-7.362996559503646,1.57073227777068,0.0,0.0,0.0,-0.0,-1.8768009100835073e-08,8.603141635295267e-07,-4.186217172907902e-08,0.1605028510093689,0.0,0.14819127321243286,0.3,261.460542678833,38900.05078125,41363.4140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.3453453,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.29560956754108,-7.362996559503646,1.57073227777068,0.0,0.0,-0.0002501486880055838,-0.002258815214307649,-1.8768009100835073e-08,8.603141635295267e-07,-4.186217172907902e-08,0.1605028510093689,0.002258815,-0.0018087267875671331,0.42480242252349854,47.41716384887695,39585.06640625,41394.8046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.3737564,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.296129381175007,-7.361176899088603,1.5705447912299386,0.03431307862483214,0.034274697979410275,0.0016224805496897706,0.017020729620184475,-0.001819548535169198,-0.0005194110161569835,0.0001874446785696815,0.12622815302995863,-0.01702073,-0.08455638587474823,0.3813820481300354,25.741100311279297,39466.9921875,41319.29296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.4242933,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.29596422712389,-7.348370045305005,1.5709282864269098,0.1567481950789392,0.14315627070162962,-0.06384574237415463,-0.02995125368314376,-0.014626579471420159,-0.00035186915246838296,-0.00019605051840154708,0.01734658030773928,0.029951254,-0.23455638587474822,0.22868016362190247,26.206493377685547,39266.3203125,40988.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.4714386,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.29323470075904,-7.233935038051974,1.567296001016151,1.0434088302209263,1.0431223507821772,-0.024448891215474784,-0.020091478152424635,-0.1290690653181076,0.0019239560298091366,0.003436234892357337,-0.8826194997728083,0.020091478,-0.18655340373516083,0.5286801636219025,23.327350616455078,36468.4375,38161.12890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.5215256,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.294954925243655,-7.204887556637823,1.5652347143324294,0.05743564642958597,0.011406499593036289,-0.05629160903561448,-0.016092726171211148,-0.15811022194051505,-0.00022384409665337807,0.0054975215760788565,0.1490963514163326,0.016092727,-0.03655340373516083,0.7640969753265381,21.615266799926758,37870.7734375,40163.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.5705714,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.2930093430323,-7.163104440893318,1.5633024578035226,0.5120025843440121,0.5108445376085986,-0.03441663508253511,-0.019802895519990125,-0.1999060165774031,0.001103060319463328,0.007429778104985685,-0.3503416865992297,0.019802896,-0.18655340373516083,0.4640969753265381,22.4606990814209,37029.0078125,38662.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.6175513,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.291073327523428,-7.062473706222549,1.5617937770459926,0.0479792120806104,0.04797579500471086,-0.0005726129077755473,3.192009023480315e-05,-0.3005515389223787,0.0018314809161783332,0.008938458862515654,0.11252705600465804,-3.192009e-05,-0.15501709282398224,0.24323098361492157,19.489049911499023,36684.01171875,38864.1796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.672054,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.291049020643285,-7.059178423528536,1.561554492022049,0.19635278266772757,0.19181659998325748,-0.041961973645466714,-0.003784581814706077,-0.3038473351683925,0.0017534151996877324,0.00917774388645931,-0.03131374897388858,0.0037845818,-0.005017092823982244,0.5432309836149216,23.980379104614258,36293.6875,38533.3671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765961305.7204978,-18.29561,-7.3629966,1.5707322,0.16050285,0.0,-18.287615797072924,-6.99341514419072,1.5577746674868995,0.6765501390412224,0.6763722158865294,-0.015515031854411998,0.000604737499585487,-0.36965420110366254,0.003181525478209342,0.012957568421608778,-0.5158693648771605,-0.0006047375,-0.08738057315349579,0.4469778835773468,22.371530532836914,35436.27734375,36971.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
