timestamp,ref_x,ref_y,ref_yaw,ref_v,ref_w,act_x,act_y,act_yaw,act_v,act_vx,act_vy,act_w,error_lon,error_lat,error_yaw,error_v,error_w,cmd_steer,cmd_accel,cmd_gear,comp_time_ms,min_cost,mean_cost
1765767171.7262073,-18.295172,-7.36295,1.5707681,0.0,0.0,-18.295699587687114,-7.363055213096706,1.5707649014940337,0.0,0.0,0.0,0.0,0.00010538150945045494,-0.0005278467048305788,3.2164106293919303e-06,0.0,0.0,-0.029124811,0.02089783400297165,1,272.442102432251,11.250388145446777,67.4878158569336
1765767171.735785,-18.29517,-7.317064,1.5707681,0.051473085,0.0,-18.295699587687114,-7.363055213096706,1.5707649014940337,0.0,0.0,0.0,0.0,0.04599142128061881,-0.0005283120708586414,3.2164106293919303e-06,0.05147308483719826,0.0,-0.008229485,0.0465026131272316,1,9.330272674560547,47.58187484741211,88.25194549560547
1765767171.7877517,-18.29517,-7.3086233,1.5707681,0.06094095,0.0,-18.29581306014322,-7.362096287274495,1.5707043145792343,0.013495941056334441,0.013454604359287255,-0.0010554840269288736,0.000800178933712051,0.05347303232932966,-0.0006383096514815096,6.380332542876843e-05,0.04748634674964524,-0.000800178933712051,-0.00774501,0.08004895633459091,1,11.127233505249023,56.29483413696289,82.52041625976562
1765767171.8384068,-18.29517,-7.3002214,1.5707681,0.07036575,0.0,-18.29576762675452,-7.360049703012329,1.5707097740594689,0.047928947816823136,0.047922270875946575,-0.0007999955750865996,0.0009348141453645849,0.05982831135287815,-0.0005926181304787174,5.8343845194208654e-05,0.02244347842357964,-0.0009348141453645849,0.0054559913,0.10273399821519852,1,11.85464859008789,59.77710723876953,70.5620346069336
1765767171.889831,-18.29517,-7.2917943,1.5707681,0.07981917,0.0,-18.295746769956864,-7.358376005975844,1.5707198940716112,0.015855815596560723,0.01585519090357543,-0.0001407467346589211,-0.00082531882330206,0.06658174979908145,-0.0005718506118153265,4.822383305191912e-05,0.06396398171719789,0.00082531882330206,-0.011669079,0.1184942237830162,1,13.170480728149414,72.96075439453125,94.67147064208984
1765767171.9365034,-18.29517,-7.283395,1.5707681,0.08924141,0.0,-18.29574509479187,-7.356638412190985,1.5707265519743365,0.017232087105340705,0.017230282875996296,0.00024935520688014744,-0.0010338195645757887,0.07324363861406796,-0.0005701539092536848,4.1565930326559204e-05,0.0720111249356454,0.0010338195645757887,-0.003427226,0.136172283428669,1,9.943485260009766,82.80809020996094,100.75818634033203
1765767171.9890573,-18.29517,-7.274982,1.5707681,0.09867854,0.0,-18.295792527784588,-7.355668999177751,1.5707040482631254,0.01616060016420627,0.01616008786069752,0.00012867789973578105,-0.0008805661521306188,0.08068708074040021,-0.0006152517796089338,6.406964153771177e-05,0.0825184488524258,0.0008805661521306188,-0.02214356,0.14630740209684373,1,12.495040893554688,93.70834350585938,110.58836364746094
1765767172.0499144,-18.295168,-7.2665663,1.5707681,0.10811855,0.0,-18.295818418022606,-7.353183242993655,1.5706807456035872,0.01842633368598246,0.018426326607091176,-1.6151655512790843e-05,-0.0008769963719428818,0.08661704104979603,-0.0006404837524809137,8.737230107591643e-05,0.08969222238220478,0.0008769963719428818,-0.014386832,0.16123117401758194,1,23.332834243774414,101.28480529785156,116.99040222167969
1765767172.0872135,-18.295168,-7.258155,1.5707681,0.117554195,0.0,-18.295806290622288,-7.3520745948531045,1.5706720903300444,0.020801811601281743,0.020750034904610994,-0.0014667710634741731,0.0015055169533637934,0.09391980435724309,-0.0006266993890485102,9.60275746186845e-05,0.0968041603206278,-0.0015055169533637934,-0.004501696,0.17150881525611494,1,10.653495788574219,109.31600952148438,124.62875366210938
1765767172.1395495,-18.295168,-7.249744,1.5707681,0.12698899,0.0,-18.29579640030654,-7.349837748530013,1.5706575761021033,0.022056559903669573,0.022056087602219374,-0.00014434149572854134,-0.0009152561659978277,0.10009389632214245,-0.0006145892414078303,0.00011054180255976043,0.10493290449277422,0.0009152561659978277,-0.0027566943,0.18264566443404923,1,13.001680374145508,112.42332458496094,133.4506378173828
