timestamp,ref_x,ref_y,ref_yaw,ref_v,ref_w,vir_x,vir_y,vir_yaw,vir_v,vir_vx,vir_vy,vir_w,e_Vx,e_Vy,e_Vyaw,e_Vv,e_Vw,u_Vsteer,u_Vaccel,cmd_gear,comp_time_ms,min_cost,mean_cost,ref_Px,ref_Py,ref_Pyaw,ref_Pv,ref_Pw,phy_x,phy_y,phy_yaw,phy_v,phy_w,e_Px,e_Py,e_Pyaw,e_Pv,e_Pw,u_Pv,u_Pw,phy_v_hat,phy_f_hat,phy_tau
1765983002.7855966,-18.295372,-7.359291,1.570748,0.16095,0.0,-18.295654911322867,-7.363022310042384,1.5707461262083486,0.0,0.0,0.0,-0.0,0.0037312475793745492,-0.00028271473506233196,1.8453263803674957e-06,0.16095000505447388,0.0,0.15,0.14792639017105103,1,258.55064392089844,192.47352600097656,539.066650390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983002.8051972,-18.29537,-7.3557234,1.570748,0.1613969,0.0,-18.295654911322867,-7.363022310042384,1.5707461262083486,0.0,0.0,0.0,-0.0,0.007298943288304878,-0.00028444298328018436,1.8453263803674957e-06,0.16139690577983856,0.0,0.018655356019735336,0.3321349620819092,1,19.299983978271484,194.7028045654297,531.5963134765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983002.8636477,-18.29537,-7.350955,1.570748,0.1619943,0.0,-18.29607682513699,-7.361062955756071,1.5705997855064486,0.06479023926216688,0.06473744010637239,0.0026151390254972383,-0.000753119784938185,0.010108085000683695,-0.0007047365658527127,0.00014818602828037264,0.09725685322572752,0.000753119784938185,-0.005576025694608688,0.4016730785369873,1,27.587890625,230.81448364257812,512.8881225585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983002.9208906,-18.29537,-7.34611,1.570748,0.16260126,0.0,-18.296150301538237,-7.359383531617091,1.5705889997040339,0.06605031298008956,0.06605030260975527,3.7012532252548775e-05,-0.0007116440418149407,0.01327382599237687,-0.0007774476025272271,0.00015897183069513154,0.09655095972125365,0.0007116440418149407,0.08143653720617294,0.2016730785369873,1,34.787893295288086,188.70785522460938,522.8329467773438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983002.9626052,-18.29537,-7.3425455,1.570748,0.16304778,0.0,-18.29614066459451,-7.355713796338822,1.5705992528742307,0.045887396952802334,0.045887388361739584,2.807922611619573e-05,0.0007394123725726143,0.01316843860253212,-0.0007679675249050068,0.00014871866049825933,0.11716038726444297,-0.0007394123725726143,-0.015007931739091873,0.2266252487897873,1,26.526451110839844,222.78805541992188,523.3603515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983003.018383,-18.29537,-7.3369193,1.570748,0.1637526,0.0,-18.296211632443267,-7.353314366428513,1.5706499860929968,0.07722419763429601,0.07722408717808919,0.0001306130609456343,0.0003793466538822245,0.016395181694383917,-0.0008391312411530367,9.7985441732229e-05,0.08652851337256236,-0.0003793466538822245,-0.1379854381084442,0.10704075545072556,1,30.513525009155273,224.65237426757812,530.7709350585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983003.061056,-18.29537,-7.333357,1.570748,0.16419889,0.0,-18.296116666257333,-7.349787213016337,1.5707052466856157,0.006483848104893952,0.006479573887717942,0.00023539006126146832,-2.3015307886303947e-06,0.016430423645543223,-0.0007450678469337012,4.272484911327368e-05,0.15771931644068934,2.3015307886303947e-06,0.01201456189155578,0.28617793321609497,1,24.9483585357666,229.25973510742188,528.0045776367188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983003.1171389,-18.29537,-7.3297963,1.570748,0.16464494,0.0,-18.29612833458729,-7.349935032514941,1.5707051135275614,0.002827430836759989,0.002660013473138548,-0.0009584849813026243,-0.0032266948192670617,0.020138787352541772,-0.0007563957371342771,4.285800716763432e-05,0.16198492821444538,0.0032266948192670617,0.024377672001719475,0.42251521348953247,1,30.913591384887695,221.20460510253906,537.5885009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983003.162119,-18.29537,-7.3262367,1.570748,0.16509089,0.0,-18.296080558616097,-7.347896556037065,1.5707221577585377,0.02660036991157426,0.02648291014829454,0.002497028135593033,-0.0007989238800372024,0.021659883817861162,-0.0007088501966271061,2.5813776191263568e-05,0.13860797859033766,0.0007989238800372024,-0.08121530711650848,0.22251521348953246,1,25.98738670349121,212.59933471679688,534.6068725585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765983003.2147408,-18.29537,-7.3212657,1.570748,0.16571364,0.0,-18.296208561970193,-7.345091321494625,1.5707107061658505,0.06917166779554652,0.06917111743557655,0.0002759317508486201,-2.508140791591728e-06,0.02382569571752124,-0.0008364200734956863,3.7265368878491856e-05,0.09654252063166893,2.508140791591728e-06,0.06878469288349151,0.3845025897026062,1,28.666257858276367,209.9781494140625,525.5936889648438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
